-93.5005613219 -94.4453505864   0.0112497519   1.4702383378   1.0279030867   0.9724567995
-89.7605408100 -79.0320334789   0.0112242187   1.4724488258   1.0280611904   0.9723264802
-86.0205202982 -64.2807476937   0.0111998286   1.4745522471   1.0282116543   0.9722035149
-82.2804997140 -50.3698718039   0.0111765061   1.4765561997   1.0283548979   0.9720874492
-78.5404784738 -38.9836897864   0.0111541816   1.4784677644   1.0284911937   0.9719779759
-74.8004566623 -30.0925090970   0.0111327908   1.4802935466   1.0286206937   0.9718749088
-71.0604344470 -23.3415045636   0.0111122737   1.4820398635   1.0287433487   0.9717782587
-67.3204119230 -18.6059581274   0.0110925733   1.4837129385   1.0288588185   0.9716883169
-63.5803891856 -15.7705593242   0.0110736518   1.4853145637   1.0289694882   0.9716028036
-59.8403663300 -14.7285858806   0.0110554642   1.4868491409   1.0290756474   0.9715214209
-56.1003434343 -14.8886396258   0.0110379684   1.4883207083   1.0291775729   0.9714438862
-52.3603205387 -14.9509533452   0.0110551757   1.4778382812   1.0292756012   0.9713699792
-48.6202976431 -13.5594033278   0.0118811542   1.2347154292   1.0293734912   0.9713080186
-44.8802747475 -11.2485240470   0.0142218709   0.8442331474   1.0294984856   0.9712656612
-41.1402518519  -9.7791072684   0.0173234429   0.5947745633   1.0296882523   0.9712389121
-37.4002289562  -9.3229529578   0.0189984413   0.5122530140   1.0299553318   0.9712194247
-33.6602060606  -9.4656464775   0.0185509708   0.5303333512   1.0302770956   0.9712029623
-29.9201831650 -10.5242649917   0.0157394540   0.6934703131   1.0305932872   0.9711864286
-26.1801602694 -11.8613040316   0.0135839716   0.9066875256   1.0308774625   0.9711678180
-22.4401373737 -12.3427138814   0.0130034849   0.9838139608   1.0311812960   0.9711504801
-18.7001144781 -12.3365256007   0.0129496900   0.9834208752   1.0315947578   0.9711292791
-14.9600915825 -12.3266141468   0.0128683024   0.9828355603   1.0322094492   0.9711053751
-11.2200686869 -12.3084315095   0.0127308460   0.9818720374   1.0332187098   0.9710865021
 -7.4800457912 -12.2659322460   0.0124494476   0.9799932205   1.0351765611   0.9711265583
 -3.7400228956 -12.0931545864   0.0115587558   0.9749993612   1.0402887569   0.9720429998
  3.7400228956  12.2194439347  -0.0143435430   1.0077089882   1.0057207262   0.9796902580
  7.4800457912  12.3434086180  -0.0138220063   1.0003117480   1.0136666644   0.9756886790
 11.2200686869  12.3685667880  -0.0136247485   0.9978770441   1.0162734572   0.9745838610
 14.9600915825  12.3781459929  -0.0135216348   0.9966928779   1.0175404238   0.9740993178
 18.7001144781  12.3829848671  -0.0134582804   0.9960034176   1.0182781441   0.9738401931
 22.4401373737  12.3858628333  -0.0134153945   0.9955578953   1.0187550694   0.9736857702
 26.1801602694  12.9165014392  -0.0128727943   1.0802138205   1.0190880950   0.9735754092
 29.9201831650  14.9855561678  -0.0114422857   1.4123639169   1.0192995566   0.9734775811
 33.6602060606  17.6260222248  -0.0103511164   1.8469366445   1.0194263953   0.9733735200
 37.4002289562  17.9749647082  -0.0102188575   1.9122748349   1.0195175172   0.9732717503
 41.1402518519  16.2399984373  -0.0107476829   1.6470717807   1.0195970716   0.9731940710
 44.8802747475  13.1614181984  -0.0123677098   1.1604400616   1.0196833148   0.9731439949
 48.6202976431  10.8483771847  -0.0149057662   0.7934652744   1.0197991965   0.9731153808
 52.3603205387   9.9942542480  -0.0164773995   0.6629373989   1.0199508569   0.9730974299
 56.1003434343   9.8829059557  -0.0165287140   0.6582775029   1.0201159775   0.9730842345
 59.8403663300   9.7867760956  -0.0165012848   0.6589415508   1.0202828085   0.9730748001
 63.5803891856  10.4904749790  -0.0164726714   0.6596385547   1.0204510976   0.9730695462
 67.3204119230  12.3905705296  -0.0164428034   0.6603704225   1.0206214139   0.9730682496
 71.0604344470  15.5625855137  -0.0164116340   0.6611368540   1.0207980884   0.9730671209
 74.8004566623  20.0885475427  -0.0163790776   0.6619403033   1.0209814776   0.9730661826
 78.5404784738  26.0576803053  -0.0163450412   0.6627834587   1.0211719639   0.9730654604
 82.2804997140  33.7142648364  -0.0163094232   0.6636692729   1.0213699546   0.9730649875
 86.0205202982  43.0867114839  -0.0162721088   0.6646013138   1.0215753953   0.9730652711
 89.7605408100  53.0538519054  -0.0162329782   0.6655830359   1.0217889517   0.9730661701
 93.5005613219  63.5008980194  -0.0161918990   0.6666183333   1.0220112260   0.9730676452
