-93.5005613219  -0.0140878724  -8.7333156816   1.4929548917   1.0217238785   0.9996734810
-89.7605408100  -0.0141501593  -8.8750787770   1.4960330704   1.0215706313   0.9999749313
-86.0205202982  -0.0142096599  -9.0102849629   1.4989683607   1.0214240581   1.0002642177
-82.2804997140  -0.0142665051  -9.1393773864   1.5017705026   1.0212835828   1.0005421884
-78.5404784738  -0.0143204669  -9.2627598606   1.5044485135   1.0211485758   1.0008097240
-74.8004566623  -0.0143716955  -9.3808017096   1.5070104612   1.0210185299   1.0010675632
-71.0604344470  -0.0144203992  -9.4938440786   1.5094627266   1.0208935700   1.0013157985
-67.3204119230  -0.0144667132  -9.6022069206   1.5118090222   1.0207752911   1.0015530720
-63.5803891856  -0.0145107935  -9.7061662905   1.5140588815   1.0206617026   1.0017816100
-59.8403663300  -0.0145527682  -9.8059848812   1.5162180429   1.0205525294   1.0020018795
-56.1003434343  -0.0145928689  -9.9019049260   1.5182917899   1.0204475272   1.0022143058
-52.3603205387  -0.0145765475 -10.0130569639   1.5081461947   1.0203464128   1.0024191315
-48.6202976431  -0.0134821176 -10.8689473929   1.2604563841   1.0202451133   1.0025989771
-44.8802747475  -0.0116975995 -13.1872875692   0.8620913027   1.0201153063   1.0027291514
-41.1402518519  -0.0105598614 -16.2719870086   0.6075487670   1.0199175296   1.0028187137
-37.4002289562  -0.0101969344 -18.0079802979   0.5234549822   1.0196379520   1.0028931707
-33.6602060606  -0.0103080617 -17.6540864395   0.5421721269   1.0192992126   1.0029692261
-29.9201831650  -0.0111143226 -15.0045727833   0.7092866326   1.0189641796   1.0030686770
-26.1801602694  -0.0121771500 -12.9288654267   0.9278496256   1.0186609176   1.0032259103
-22.4401373737  -0.0126102760 -12.3944753508   1.0074356496   1.0183339621   1.0034629453
-18.7001144781  -0.0126962057 -12.3876752088   1.0079535195   1.0178856893   1.0038023559
-14.9600915825  -0.0128243839 -12.3768315288   1.0087284656   1.0172120144   1.0043121278
-11.2200686869  -0.0130360427 -12.3570583585   1.0100143479   1.0160864968   1.0051629946
 -7.4800457912  -0.0134515736 -12.3112515204   1.0125598586   1.0138295952   1.0068660227
 -3.7400228956  -0.0146273038 -12.1277875160   1.0196836818   1.0073042224   1.0117103675
  3.7400228956   0.0092404953  12.2883340338   0.9794284748   1.0408595036   0.9850032137
  7.4800457912   0.0106810214  12.4099569130   0.9875332888   1.0346054342   0.9900671214
 11.2200686869   0.0111574393  12.4337407534   0.9903041262   1.0324130263   0.9918242734
 14.9600915825   0.0113941768  12.4425244736   0.9916749311   1.0313234761   0.9926907097
 18.7001144781   0.0115356053  12.4468524516   0.9924821690   1.0306825431   0.9931964498
 22.4401373737   0.0116295835  12.4493762505   0.9930085587   1.0302661141   0.9935223881
 26.1801602694   0.0120602293  11.9609600691   1.0782019483   1.0299733578   0.9937617528
 29.9201831650   0.0135439993  10.6102621439   1.4104977167   1.0297866501   0.9939786460
 33.6602060606   0.0154728347   9.5412765652   1.8453891582   1.0296743481   0.9942145595
 37.4002289562   0.0158067743   9.3966931557   1.9115271201   1.0295934828   0.9944508638
 41.1402518519   0.0146994284   9.8562522460   1.6470307170   1.0295232904   0.9946402879
 44.8802747475   0.0126166033  11.3377479620   1.1607398644   1.0294476137   0.9947692594
 48.6202976431   0.0110419748  13.6673870381   0.7938610070   1.0293463355   0.9948488087
 52.3603205387   0.0104931749  15.0689036610   0.6634295909   1.0292140179   0.9949052402
 56.1003434343   0.0104950728  15.0037782342   0.6589309903   1.0290699730   0.9949553799
 59.8403663300   0.0105211657  14.8400490688   0.6597613920   1.0289243711   0.9950032942
 63.5803891856   0.0105480980  14.6700612849   0.6606256684   1.0287773633   0.9950487392
 67.3204119230   0.0105758411  14.4934512401   0.6615259544   1.0286289751   0.9950914698
 71.0604344470   0.0106044714  14.3097882318   0.6624680447   1.0284741311   0.9951361062
 74.8004566623   0.0106340453  14.1186454118   0.6634548679   1.0283124144   0.9951827749
 78.5404784738   0.0106646242  13.9195611421   0.6644896285   1.0281433720   0.9952316141
 82.2804997140   0.0106962412  13.7120354163   0.6655758424   1.0279665071   0.9952827787
 86.0205202982   0.0107289897  13.4955225531   0.6667177173   1.0277806816   0.9953370335
 89.7605408100   0.0107632299  13.2694341497   0.6679193956   1.0275855127   0.9953943568
 93.5005613219   0.0107991034  13.0331295312   0.6691855031   1.0273804735   0.9954548363
